,Date,City,Street,Rooms,Surface,Floor,Price,PricePerSq,BuildYear,DealYear,DealMonth
46,31/8/2010,ראשון לציון,הרב נריה 10,3,72,5,"1,260,000","17,500",1997,2010.0,8.0
47,31/8/2010,ראשון לציון,גלוסקין 21,4,86,2,"1,200,000","13,953",1983,2010.0,8.0
48,30/8/2010,ראשון לציון,ארבל 5,4,100,1,"1,329,000","13,290",1997,2010.0,8.0
49,30/8/2010,ראשון לציון,ביאליק,2.5,62,10,"1,032,000","16,645",2011,2010.0,8.0
50,30/7/2010,ראשון לציון,בורג יוסף 99,5,125,5,"1,490,000","11,920",2010,2010.0,7.0
51,30/7/2010,ראשון לציון,"רמב""ן 20",4,90,2,"1,370,000","15,222",1999,2010.0,7.0
52,30/7/2010,ראשון לציון,בורג יוסף 99,5,125,5,"1,490,000","11,920",2010,2010.0,7.0
53,30/7/2010,ראשון לציון,,5,125,,"1,490,000","11,920",2010,2010.0,7.0
54,29/7/2010,ראשון לציון,בני חיל 15,8,345,,"4,000,000","11,594",1900,2010.0,7.0
55,29/7/2010,ראשון לציון,מבצע קדש 2,4,103,1,"3,753,753","36,444",1990,2010.0,7.0
56,29/7/2010,ראשון לציון,לבונטין 19,4,103,5,"1,185,000","11,504",1980,2010.0,7.0
57,29/7/2010,ראשון לציון,שדרות רחבעם זאבי,4,109,,"1,812,266","16,626",2010,2010.0,7.0
58,29/7/2010,ראשון לציון,,4,109,,"1,812,266","16,626",2010,2010.0,7.0
59,29/7/2010,ראשון לציון,הכורמים 5,5,104,3,"1,400,000","13,461",1995,2010.0,7.0
60,30/6/2010,ראשון לציון,ויצמן 14,4,125,4,"1,725,000","13,800",1998,2010.0,6.0
61,30/6/2010,ראשון לציון,אחד העם 25,3,69,2,"670,000","9,710",1960,2010.0,6.0
62,30/6/2010,ראשון לציון,"תרמ""ב 13",4,100,17,"1,601,500","16,015",2009,2010.0,6.0
63,30/6/2010,ראשון לציון,אלקבץ 9,5,108,,"1,670,000","15,462",1995,2010.0,6.0
64,30/6/2010,ראשון לציון,מעגל השלום 9,4,90,5,"1,640,000","18,222",1999,2010.0,6.0
65,30/6/2010,ראשון לציון,הרבי מלובביץ 16,3,65,2,"1,100,000","16,923",1999,2010.0,6.0
66,30/6/2010,ראשון לציון,הרבי מלובביץ 26,5,117,,"1,800,000","15,384",1999,2010.0,6.0
67,30/6/2010,ראשון לציון,גלוסקין 27,3,80,1,"820,000","10,250",1980,2010.0,6.0
68,30/6/2010,ראשון לציון,התזמורת 2,3,80,8,"1,235,000","15,437",2000,2010.0,6.0
69,30/6/2010,ראשון לציון,מעגל השלום 7,4,100,,"1,570,000","15,700",1990,2010.0,6.0
70,31/5/2010,ראשון לציון,אלרואי 13,2.5,48,2,"585,000","12,187",1975,2010.0,5.0
71,31/5/2010,ראשון לציון,אבן חן 2,5.5,140,7,"1,840,000","13,142",2009,2010.0,5.0
72,31/5/2010,ראשון לציון,האחים סולימן 12,6,180,19,"2,513,000","13,961",2010,2010.0,5.0
73,31/5/2010,ראשון לציון,התזמורת 4,4,83,11,"1,400,000","16,867",1998,2010.0,5.0
74,31/5/2010,ראשון לציון,ז''בוטינסקי 66,3.5,75,5,"980,000","13,066",1970,2010.0,5.0
75,31/5/2010,ראשון לציון,מעגל השלום 3,3,86,5,"1,360,000","15,813",2000,2010.0,5.0
76,31/5/2010,ראשון לציון,חיל החימוש 1,4,126,2,"1,725,000","13,690",2010,2010.0,5.0
77,31/5/2010,ראשון לציון,,6,180,,"2,513,000","13,961",2010,2010.0,5.0
78,31/5/2010,ראשון לציון,כורש 7,5,125,,"2,000,000","16,000",2010,2010.0,5.0
79,31/5/2010,ראשון לציון,זלמן שז''ר 30,4,126,,"1,725,000","13,690",2010,2010.0,5.0
80,30/4/2010,ראשון לציון,הכרכום 5,3.5,78,5,"1,000,000","12,820",2000,2010.0,4.0
81,30/4/2010,ראשון לציון,אברבנאל 37,4,93,2,"1,000,000","10,752",1980,2010.0,4.0
82,30/4/2010,ראשון לציון,,4,109,2,"1,574,000","14,440",2007,2010.0,4.0
83,29/4/2010,ראשון לציון,מבצע קדש 16,3,67,4,"700,000","10,447",1973,2010.0,4.0
84,29/4/2010,ראשון לציון,יוחנן הסנדלר 10,4,96,9,"1,280,000","13,333",2000,2010.0,4.0
85,29/4/2010,ראשון לציון,הרב נריה 9,2.5,41,5,"940,000","22,926",2002,2010.0,4.0
86,29/4/2010,ראשון לציון,קלאוזנר יוסף 5,3,60,3,"740,000","12,333",1980,2010.0,4.0
87,29/4/2010,ראשון לציון,עליזה בגין 8,5,125,6,"1,935,000","15,480",2004,2010.0,4.0
88,29/4/2010,ראשון לציון,,5,125,3,"1,885,660","15,085",2010,2010.0,4.0
89,29/4/2010,ראשון לציון,כלניות,4,100,4,"1,273,900","12,739",2011,2010.0,4.0
90,31/3/2010,ראשון לציון,שוחט מניה 9,2.5,54,3,"770,000","14,259",1960,2010.0,3.0
91,31/3/2010,ראשון לציון,הקוקיה 9,4,108,5,"1,200,000","11,111",1996,2010.0,3.0
92,31/3/2010,ראשון לציון,הכסיף 2,7,333,,"3,050,000","9,159",1991,2010.0,3.0
93,31/3/2010,ראשון לציון,"ביל""ו 22",3,81,7,"751,049","9,272",2010,2010.0,3.0
94,31/3/2010,ראשון לציון,רמבם 27,5,125,2,"1,440,000","11,520",2010,2010.0,3.0
95,30/3/2010,ראשון לציון,,4,100,11,"1,438,866","14,388",2007,2010.0,3.0
96,30/3/2010,ראשון לציון,עטרות 14,2,52,2,"155,780","2,995",1959,2010.0,3.0
97,29/3/2010,ראשון לציון,,5,1,,"31,200","31,200",1900,2010.0,3.0
98,28/3/2010,ראשון לציון,קפלנסקי 32,3,61,1,"870,870","14,276",2000,2010.0,3.0
99,28/3/2010,ראשון לציון,דרור 14,2,49,,"720,000","14,693",1985,2010.0,3.0
100,28/2/2010,ראשון לציון,חיל החימוש 99,4,126,6,"1,750,000","13,888",2010,2010.0,2.0
101,28/2/2010,ראשון לציון,בית לחם 1,4,93,2,"1,040,000","11,182",1984,2010.0,2.0
102,28/2/2010,ראשון לציון,,4,100,,"1,316,700","13,167",2010,2010.0,2.0
103,28/2/2010,ראשון לציון,,4,100,,"1,303,462","13,034",2010,2010.0,2.0
104,28/2/2010,ראשון לציון,נחלת יהודה 56,5,120,,"1,810,000","15,083",2009,2010.0,2.0
105,28/2/2010,ראשון לציון,נוה ציון 11,6,245,,"2,400,000","9,795",2009,2010.0,2.0
106,26/2/2010,ראשון לציון,דן 11,4,85,2,"1,280,000","15,058",1990,2010.0,2.0
107,26/2/2010,ראשון לציון,שדרות הציונות 6,5,125,3,"1,715,000","13,720",2010,2010.0,2.0
108,26/2/2010,ראשון לציון,צ''לנוב 6,3,62,2,"925,000","14,919",1966,2010.0,2.0
109,26/2/2010,ראשון לציון,שזר 19,4,90,1,"985,000","10,944",1982,2010.0,2.0
110,31/1/2010,ראשון לציון,"ריב""ל 10",3,80,2,"1,050,000","13,125",1998,2010.0,1.0
111,31/1/2010,ראשון לציון,"ביל""ו 19",4,77,1,"930,000","12,077",1986,2010.0,1.0
112,31/1/2010,ראשון לציון,גנוסר 25,4,93,1,"1,300,000","13,978",1992,2010.0,1.0
113,31/1/2010,ראשון לציון,,5,128,3,"1,590,000","12,421",2010,2010.0,1.0
114,31/1/2010,ראשון לציון,,4,100,,"1,221,222","12,212",2012,2010.0,1.0
115,31/1/2010,ראשון לציון,לוין אשר 10,3,66,2,"910,000","13,787",1985,2010.0,1.0
116,31/1/2010,ראשון לציון,שפטל אריה 12,4,99,2,"1,110,000","11,212",1986,2010.0,1.0
117,31/1/2010,ראשון לציון,מאירוביץ 6,2.5,75,3,"832,000","11,093",1975,2010.0,1.0
118,31/1/2010,ראשון לציון,שדרות רחבעם זאבי,5,125,,"1,850,000","14,800",2007,2010.0,1.0
119,31/1/2010,ראשון לציון,,5,125,11,"1,850,000","14,800",2007,2010.0,1.0
120,30/12/2011,ראשון לציון,,6,171,,"2,111,200","12,346",2012,2011.0,12.0
121,30/12/2011,ראשון לציון,,6,171,,"2,111,200","12,346",2012,2011.0,12.0
122,30/12/2011,ראשון לציון,,6,171,,"2,111,200","12,346",2012,2011.0,12.0
123,29/12/2011,ראשון לציון,ענבר 3,6,160,,"2,200,000","13,750",1993,2011.0,12.0
124,29/12/2011,ראשון לציון,אייזנבנד 7,3.5,78,2,"1,000,000","12,820",1980,2011.0,12.0
125,29/12/2011,ראשון לציון,,5.5,145,3,"1,886,260","13,008",2011,2011.0,12.0
126,29/12/2011,ראשון לציון,דוידזון 1,5,135,6,"1,100,000","8,148",2012,2011.0,12.0
127,29/12/2011,ראשון לציון,ז''בוטינסקי 46,2,45,1,"379,310","8,429",2011,2011.0,12.0
128,29/12/2011,ראשון לציון,דוידזון 1,3,90,6,"1,150,000","12,777",2011,2011.0,12.0
129,29/12/2011,ראשון לציון,ז''בוטינסקי 46,2,45,1,"379,310","8,429",2011,2011.0,12.0
130,30/11/2011,ראשון לציון,הפסנתר 7,3,66,3,"1,170,000","17,727",1996,2011.0,11.0
131,30/11/2011,ראשון לציון,אלרואי 14,3,51,3,"670,000","13,137",1972,2011.0,11.0
132,30/11/2011,ראשון לציון,ביאליק 11,2,49,1,"400,000","8,163",1980,2011.0,11.0
133,30/11/2011,ראשון לציון,התזמורת 6,4,82,5,"1,480,000","18,048",1997,2011.0,11.0
134,30/11/2011,ראשון לציון,הזהבית 13,4,85,,"1,580,000","18,588",1991,2011.0,11.0
135,30/11/2011,ראשון לציון,,4,85,,"1,580,000","18,588",1991,2011.0,11.0
136,30/11/2011,ראשון לציון,אלרואי 14,3,51,3,"670,000","13,137",1972,2011.0,11.0
137,30/11/2011,ראשון לציון,המרגנית 17,4,85,,"1,580,000","18,588",1991,2011.0,11.0
138,30/11/2011,ראשון לציון,,3,51,,"670,000","13,137",1972,2011.0,11.0
139,30/11/2011,ראשון לציון,ביאליק 11,2,49,1,"400,000","8,163",1980,2011.0,11.0
140,31/10/2011,ראשון לציון,סוקולוב 13,3,65,1,"1,021,126","15,709",1970,2011.0,10.0
141,31/10/2011,ראשון לציון,עולי הגרדום 12,3,81,2,"895,000","11,049",1960,2011.0,10.0
142,31/10/2011,ראשון לציון,המעיין 11,4,100,3,"1,265,000","12,650",1985,2011.0,10.0
143,31/10/2011,ראשון לציון,נהריים 16,4,100,15,"1,358,300","13,583",2011,2011.0,10.0
144,31/10/2011,ראשון לציון,,4,100,,"1,265,000","12,650",1985,2011.0,10.0
145,31/10/2011,ראשון לציון,סמילנסקי 5,3,65,1,"1,021,126","15,709",1970,2011.0,10.0
146,31/10/2011,ראשון לציון,,3,65,,"1,021,126","15,709",1970,2011.0,10.0
147,31/10/2011,ראשון לציון,המעין 11,4,100,3,"1,265,000","12,650",1985,2011.0,10.0
148,31/10/2011,ראשון לציון,,3,81,,"895,000","11,049",1960,2011.0,10.0
149,31/10/2011,ראשון לציון,,4,100,15,"1,358,300","13,583",2011,2011.0,10.0
150,27/9/2011,ראשון לציון,הנחשול,5,125,8,"1,944,465","15,555",2012,2011.0,9.0
151,27/9/2011,ראשון לציון,הנחשול 99,5,125,9,"2,069,605","16,556",2011,2011.0,9.0
152,27/9/2011,ראשון לציון,השדה 6,3.5,72,4,"1,200,000","16,666",1970,2011.0,9.0
153,27/9/2011,ראשון לציון,,5,125,5,"1,825,429","14,603",2011,2011.0,9.0
154,27/9/2011,ראשון לציון,דוידזון 3,3.5,81,4,"800,000","9,876",1970,2011.0,9.0
155,27/9/2011,ראשון לציון,"רמב""ן 17",4,90,2,"1,435,000","15,944",2003,2011.0,9.0
156,27/9/2011,ראשון לציון,,5.5,135,13,"2,274,607","16,848",2011,2011.0,9.0
157,27/9/2011,ראשון לציון,הגלים 46,3.5,77,5,"1,200,000","15,584",1996,2011.0,9.0
158,27/9/2011,ראשון לציון,קפלנסקי 27,3,61,2,"1,095,000","17,950",1970,2011.0,9.0
159,27/9/2011,ראשון לציון,,5,125,,"1,994,104","15,952",2011,2011.0,9.0
160,31/8/2011,ראשון לציון,נהריים 16,4,100,22,"1,330,300","13,303",2011,2011.0,8.0
161,31/8/2011,ראשון לציון,המשוררת רחל 82,8,230,,"3,450,000","15,000",1997,2011.0,8.0
162,31/8/2011,ראשון לציון,הנוער הלאומי 1,5,210,,"5,540,000","26,380",2002,2011.0,8.0
163,31/8/2011,ראשון לציון,הרב נריה 12,4,82,2,"1,490,000","18,170",2000,2011.0,8.0
164,31/8/2011,ראשון לציון,טביב 57,3.5,80,1,"1,120,000","14,000",1970,2011.0,8.0
165,31/8/2011,ראשון לציון,"צ""ג בנות 37",3,80,2,"980,000","12,250",1980,2011.0,8.0
166,31/8/2011,ראשון לציון,,5,127,10,"2,150,000","16,929",2011,2011.0,8.0
167,31/8/2011,ראשון לציון,,5,125,7,"1,750,875","14,007",2011,2011.0,8.0
168,31/8/2011,ראשון לציון,קדוש השם 15,3.5,80,3,"1,100,000","13,750",1984,2011.0,8.0
169,31/8/2011,ראשון לציון,צג בנות 73,3,80,2,"980,000","12,250",1980,2011.0,8.0
170,31/7/2011,ראשון לציון,השומר 10,3,62,2,"985,000","15,887",1985,2011.0,7.0
171,31/7/2011,ראשון לציון,בית לחם 3,3.5,72,4,"1,020,000","14,166",2000,2011.0,7.0
172,31/7/2011,ראשון לציון,רמז 18,3,68,3,"1,000,010","14,706",1993,2011.0,7.0
173,31/7/2011,ראשון לציון,דוידזון 4,5,116,4,"1,097,000","9,456",1984,2011.0,7.0
174,31/7/2011,ראשון לציון,מעגל השלום 15,4,87,9,"1,850,000","21,264",2001,2011.0,7.0
175,31/7/2011,ראשון לציון,"אח""י להב 5",4,80,13,"1,900,000","23,750",2009,2011.0,7.0
176,31/7/2011,ראשון לציון,קאפח 5,4,93,8,"1,430,000","15,376",1998,2011.0,7.0
177,31/7/2011,ראשון לציון,,5.5,133,5,"2,187,410","16,446",2011,2011.0,7.0
178,31/7/2011,ראשון לציון,מבצע נחשון 4,4,89,3,"1,500,000","16,853",1999,2011.0,7.0
179,31/7/2011,ראשון לציון,משמר הירדן 18,6.5,153,3,"1,520,000","9,934",1995,2011.0,7.0
180,30/6/2011,ראשון לציון,,5.5,135,4,"2,136,956","15,829",2011,2011.0,6.0
181,30/6/2011,ראשון לציון,המורן 14,3,65,1,"1,090,000","16,769",1990,2011.0,6.0
182,30/6/2011,ראשון לציון,התוף 9,2.5,44,7,"1,050,000","23,863",2000,2011.0,6.0
183,30/6/2011,ראשון לציון,תל חי 7,3,79,3,"1,012,500","12,816",1975,2011.0,6.0
184,30/6/2011,ראשון לציון,הירמוך 13,3,65,4,"700,000","10,769",1974,2011.0,6.0
185,30/6/2011,ראשון לציון,הנחשול 99,4,100,,"1,533,375","15,333",2011,2011.0,6.0
186,30/6/2011,ראשון לציון,הגדוד העברי 19,4,103,1,"1,300,000","12,621",2012,2011.0,6.0
187,29/6/2011,ראשון לציון,חיל התותחנים 26,5,125,9,"2,080,000","16,640",2005,2011.0,6.0
188,29/6/2011,ראשון לציון,השדה 14,4.5,106,3,"1,200,000","11,320",1978,2011.0,6.0
189,29/6/2011,ראשון לציון,אופירה 32,6,215,,"2,000,000","9,302",1999,2011.0,6.0
190,31/5/2011,ראשון לציון,הרצל 114,2,41,2,"725,000","17,682",1980,2011.0,5.0
191,31/5/2011,ראשון לציון,עולי הגרדום 61,3,64,3,"1,110,000","17,343",1978,2011.0,5.0
192,31/5/2011,ראשון לציון,חיל השריון 1,6.5,156,,"2,800,000","17,948",1993,2011.0,5.0
193,31/5/2011,ראשון לציון,הרותם 17,3,62,1,"1,000,000","16,129",1980,2011.0,5.0
194,31/5/2011,ראשון לציון,שדה נחום 3,3,68,3,"1,230,000","18,088",1993,2011.0,5.0
195,31/5/2011,ראשון לציון,שפטל אריה 15,4,75,1,"1,210,000","16,133",1982,2011.0,5.0
196,31/5/2011,ראשון לציון,אייזנבנד 33,3.5,79,2,"1,000,000","12,658",1980,2011.0,5.0
197,31/5/2011,ראשון לציון,קאפח 3,3,71,2,"1,250,000","17,605",1996,2011.0,5.0
198,31/5/2011,ראשון לציון,,6.5,156,,"2,800,000","17,948",1993,2011.0,5.0
199,31/5/2011,ראשון לציון,חיל השריון 1,6.5,156,,"2,800,000","17,948",1993,2011.0,5.0
200,29/4/2011,ראשון לציון,,5,120,,"1,846,763","15,389",2010,2011.0,4.0
201,29/4/2011,ראשון לציון,,5,120,,"1,846,763","15,389",2010,2011.0,4.0
202,29/4/2011,ראשון לציון,,5,120,,"1,846,763","15,389",2010,2011.0,4.0
203,28/4/2011,ראשון לציון,ראובן 7,2.5,52,1,"840,000","16,153",1975,2011.0,4.0
204,28/4/2011,ראשון לציון,לובמן חביב 8,4,94,1,"1,200,000","12,765",1980,2011.0,4.0
205,28/4/2011,ראשון לציון,נהריים 2,4,100,21,"1,356,500","13,565",2013,2011.0,4.0
206,28/4/2011,ראשון לציון,נהריים 99,4,100,22,"1,333,300","13,333",2010,2011.0,4.0
207,28/4/2011,ראשון לציון,,5,122,6,"1,875,059","15,369",2010,2011.0,4.0
208,28/4/2011,ראשון לציון,סנש חנה 14,4,93,5,"980,000","10,537",2010,2011.0,4.0
209,28/4/2011,ראשון לציון,הרצל 126,3,66,1,"1,010,000","15,303",1975,2011.0,4.0
210,31/3/2011,ראשון לציון,גולדה מאיר 13,6,145,25,"3,734,610","25,755",2010,2011.0,3.0
211,31/3/2011,ראשון לציון,אברבנאל 18,4,98,1,"1,075,000","10,969",1987,2011.0,3.0
212,31/3/2011,ראשון לציון,הנגב 6,6,250,,"4,600,000","18,400",1988,2011.0,3.0
213,31/3/2011,ראשון לציון,שדה נחום 11,4,95,4,"1,500,000","15,789",1990,2011.0,3.0
214,31/3/2011,ראשון לציון,היקב 9,4,81,3,"1,410,000","17,407",2000,2011.0,3.0
215,31/3/2011,ראשון לציון,ישראל גלילי 7,5.5,135,20,"2,175,865","16,117",2012,2011.0,3.0
216,31/3/2011,ראשון לציון,ישראל גלילי 7,5.5,135,13,"2,170,940","16,081",2012,2011.0,3.0
217,31/3/2011,ראשון לציון,אוסישקין 31,3,62,1,"825,000","13,306",1990,2011.0,3.0
218,31/3/2011,ראשון לציון,נהריים 16,4,100,22,"1,368,300","13,683",2010,2011.0,3.0
219,31/3/2011,ראשון לציון,אסא 5,2,56,1,"680,722","12,155",1956,2011.0,3.0
220,28/2/2011,ראשון לציון,ויניק 25,5,113,3,"1,800,000","15,929",2007,2011.0,2.0
221,28/2/2011,ראשון לציון,הרצל 49,3.5,85,2,"945,000","11,117",1985,2011.0,2.0
222,28/2/2011,ראשון לציון,סוקולוב 9,5,120,2,"1,810,000","15,083",1997,2011.0,2.0
223,28/2/2011,ראשון לציון,הגת 5,5,116,2,"1,610,000","13,879",1995,2011.0,2.0
224,28/2/2011,ראשון לציון,ז''בוטינסקי 24,3,62,2,"850,000","13,709",2000,2011.0,2.0
225,28/2/2011,ראשון לציון,מאירוביץ 4,5,107,2,"1,255,000","11,728",1970,2011.0,2.0
226,28/2/2011,ראשון לציון,,5,29,2,"1,612,100","55,589",2010,2011.0,2.0
227,27/2/2011,ראשון לציון,טיומקין 16,4,107,1,"1,180,000","11,028",1985,2011.0,2.0
228,27/2/2011,ראשון לציון,מבצע קדש 10,4,80,2,"1,090,000","13,625",1973,2011.0,2.0
229,27/2/2011,ראשון לציון,נהריים 99,4,100,21,"1,363,300","13,633",2010,2011.0,2.0
230,31/1/2011,ראשון לציון,הדודאים 35,3,70,1,"700,000","10,000",2000,2011.0,1.0
231,31/1/2011,ראשון לציון,"ריב""ל 4",3.5,96,7,"1,380,000","14,375",2003,2011.0,1.0
232,31/1/2011,ראשון לציון,ירושלים 64,2,47,3,"679,070","14,448",1970,2011.0,1.0
233,31/1/2011,ראשון לציון,הפור 7,6,240,,"2,200,000","9,166",1900,2011.0,1.0
234,31/1/2011,ראשון לציון,טרכטנברג 7,5,1,1,"1,100,000",,1900,2011.0,1.0
235,31/1/2011,ראשון לציון,הדודאים 3,3,62,4,"289,500","4,669",1978,2011.0,1.0
236,31/1/2011,ראשון לציון,הנביאים 4,4,90,,"1,300,000","14,444",1992,2011.0,1.0
237,30/1/2011,ראשון לציון,גיסין 11,3,65,,"1,040,000","16,000",1970,2011.0,1.0
238,30/1/2011,ראשון לציון,הנחשול 36,4,120,13,"1,650,000","13,750",2010,2011.0,1.0
239,30/1/2011,ראשון לציון,"חב""ד 11",3,74,2,"860,000","11,621",1977,2011.0,1.0
240,31/12/2012,ראשון לציון,חיל החימוש 10,6,155,2,"1,780,000","11,483",1990,2012.0,12.0
241,31/12/2012,ראשון לציון,,3,84,4,"1,615,500","19,232",2007,2012.0,12.0
242,28/12/2012,ראשון לציון,יברבוים 4,5,96,5,"1,920,000","20,000",1994,2012.0,12.0
243,28/12/2012,ראשון לציון,סשה ארגוב 16,6,370,,"7,650,000","20,675",2012,2012.0,12.0
244,28/12/2012,ראשון לציון,הרב נריה 2,3,65,4,"1,100,000","16,923",1998,2012.0,12.0
245,28/12/2012,ראשון לציון,האיריס 8,3,66,7,"1,100,000","16,666",1985,2012.0,12.0
246,28/12/2012,ראשון לציון,רגוניס 14,4,115,2,"1,700,000","14,782",2011,2012.0,12.0
247,28/12/2012,ראשון לציון,,4,112,14,"2,276,000","20,321",2007,2012.0,12.0
248,27/12/2012,ראשון לציון,חיל החימוש 7,5,122,4,"1,700,000","13,934",1900,2012.0,12.0
249,26/12/2012,ראשון לציון,שפינוזה 15,4,82,2,"1,250,000","15,243",1985,2012.0,12.0
250,30/11/2012,ראשון לציון,ברניצקי נתן 22,3,54,,"955,000","17,685",1970,2012.0,11.0
251,30/11/2012,ראשון לציון,,5,120,4,"1,745,000","14,541",2013,2012.0,11.0
252,30/11/2012,ראשון לציון,הזהבית 3,3,62,,"1,300,000","20,967",1992,2012.0,11.0
253,30/11/2012,ראשון לציון,שפינוזה 5,4,84,3,"1,040,000","12,380",1972,2012.0,11.0
254,30/11/2012,ראשון לציון,שפירא צבי הרמן 16,4,101,,"1,215,000","12,029",1982,2012.0,11.0
255,30/11/2012,ראשון לציון,הירשפלד 4,3,75,2,"880,000","11,733",1990,2012.0,11.0
256,30/11/2012,ראשון לציון,,3,62,,"1,300,000","20,967",1992,2012.0,11.0
257,30/11/2012,ראשון לציון,הירשפלד 4,3,75,2,"880,000","11,733",1990,2012.0,11.0
258,30/11/2012,ראשון לציון,,4,101,,"1,215,000","12,029",1982,2012.0,11.0
259,30/11/2012,ראשון לציון,הזהבית 3,3,62,,"1,300,000","20,967",1992,2012.0,11.0
260,31/10/2012,ראשון לציון,ברניצקי נתן 33,3.5,87,1,"1,150,000","13,218",1975,2012.0,10.0
261,31/10/2012,ראשון לציון,,5.5,125,1,"2,227,417","17,819",2012,2012.0,10.0
