,Date,City,Street,Rooms,Surface,Floor,Price,PricePerSq,BuildYear,DealYear,DealMonth
49,28/10/2020,givatayim,,3,70,,"1,630,000","23,285",1960,2020.0,10.0
50,28/10/2020,givatayim,בן צבי שמעון 50,3,76,8,"2,250,000","29,605",1985,2020.0,10.0
51,28/10/2020,givatayim,,3,76,,"2,250,000","29,605",1985,2020.0,10.0
52,28/10/2020,givatayim,כצנלסון 78,3,70,4,"1,630,000","23,285",1960,2020.0,10.0
53,26/10/2020,givatayim,,4,109,,"3,480,000","31,926",2020,2020.0,10.0
54,26/10/2020,givatayim,ההגנה 28,2,30,1,"1,540,000","51,333",1950,2020.0,10.0
55,26/10/2020,givatayim,,2,30,,"1,540,000","51,333",1950,2020.0,10.0
56,26/10/2020,givatayim,בלוך 14,4,109,2,"3,480,000","31,926",2020,2020.0,10.0
57,25/10/2020,givatayim,צהל 3,4,114,5,"3,155,896","27,683",2020,2020.0,10.0
58,25/10/2020,givatayim,צה''ל 3,4,114,,"3,155,896","27,683",2020,2020.0,10.0
59,25/10/2020,givatayim,סירקין 25,2,38,2,"1,370,000","36,052",1950,2020.0,10.0
60,25/10/2020,givatayim,רחל 1,4,106,1,"3,429,000","32,349",2021,2020.0,10.0
61,25/10/2020,givatayim,רחל 21,4,106,,"3,429,000","32,349",2021,2020.0,10.0
62,25/10/2020,givatayim,ויצמן 34,3,84,2,"1,800,000","21,428",1950,2020.0,10.0
63,25/10/2020,givatayim,וייצמן 34,3,84,,"1,800,000","21,428",1950,2020.0,10.0
64,25/10/2020,givatayim,סירקין 25,2,38,,"1,370,000","36,052",1950,2020.0,10.0
65,23/10/2020,givatayim,כצנלסון 79,3.5,103,1,"2,375,000","23,058",1950,2020.0,10.0
66,23/10/2020,givatayim,ארלוזורוב 13,3,66,4,"2,400,000","36,363",1960,2020.0,10.0
67,23/10/2020,givatayim,המפנה 3,3,66,,"2,400,000","36,363",1960,2020.0,10.0
68,23/10/2020,givatayim,כצנלסון 79,3.5,103,,"2,375,000","23,058",1950,2020.0,10.0
69,22/10/2020,givatayim,דרך השלום 91,3,82,5,"2,250,000","27,439",2020,2020.0,10.0
70,22/10/2020,givatayim,,3.5,108,,"2,550,000","23,611",1960,2020.0,10.0
71,22/10/2020,givatayim,קפלנסקי 7,3.5,108,3,"2,550,000","23,611",1960,2020.0,10.0
72,29/9/2020,givatayim,אריאל 54,3,78,3,"2,610,000","33,461",2020,2020.0,9.0
73,29/9/2020,givatayim,המעיין 56,3,78,,"2,610,000","33,461",2020,2020.0,9.0
74,27/9/2020,givatayim,כצנלסון 81,4,88,,"4,200,000","47,727",2019,2020.0,9.0
75,27/9/2020,givatayim,,4,88,,"4,200,000","47,727",2019,2020.0,9.0
76,23/9/2020,givatayim,,3,87,,"2,325,000","26,724",1960,2020.0,9.0
77,23/9/2020,givatayim,סירני אנצו 18,3,87,1,"2,325,000","26,724",1960,2020.0,9.0
78,18/9/2020,givatayim,אריאל שרון 4,2,73,46,"2,235,000","30,616",2017,2020.0,9.0
79,18/9/2020,givatayim,שפע טל 11,2,73,,"2,235,000","30,616",2017,2020.0,9.0
80,11/9/2020,givatayim,פטאי 13,3,76,5,"2,726,001","35,868",2020,2020.0,9.0
81,11/9/2020,givatayim,פטאי 11,3,76,,"2,726,001","35,868",2020,2020.0,9.0
82,09/9/2020,givatayim,,4,90,,"3,300,000","36,666",2020,2020.0,9.0
83,09/9/2020,givatayim,קרן קימת לישראל 7,4,90,1,"3,300,000","36,666",2020,2020.0,9.0
84,07/9/2020,givatayim,,3,76,,"1,870,000","24,605",1960,2020.0,9.0
85,07/9/2020,givatayim,מצולות ים 44,3,76,2,"1,870,000","24,605",1960,2020.0,9.0
86,30/8/2020,givatayim,המרי 26,3,68,1,"1,750,000","25,735",1970,2020.0,8.0
87,30/8/2020,givatayim,רמז 3,3,48,1,"1,920,000","40,000",1960,2020.0,8.0
88,30/8/2020,givatayim,,3,122,,"2,500,000","20,491",1997,2020.0,8.0
89,30/8/2020,givatayim,הרצוג 21,5,125,6,"4,950,000","39,600",2019,2020.0,8.0
90,30/8/2020,givatayim,,3,68,,"1,750,000","25,735",1970,2020.0,8.0
91,30/8/2020,givatayim,,3,48,,"1,920,000","40,000",1960,2020.0,8.0
92,30/8/2020,givatayim,הלמד הא 2,3,122,5,"2,500,000","20,491",1997,2020.0,8.0
93,30/8/2020,givatayim,,5,125,,"4,950,000","39,600",2019,2020.0,8.0
94,23/8/2020,givatayim,הכנסת 35,4,103,7,"3,275,000","31,796",2019,2020.0,8.0
95,23/8/2020,givatayim,,4,103,,"3,275,000","31,796",2019,2020.0,8.0
96,21/8/2020,givatayim,פועלי הרכבת 6,4,99,3,"2,685,000","27,121",1985,2020.0,8.0
97,21/8/2020,givatayim,פועלי הרכבת 6,4,99,,"2,685,000","27,121",1985,2020.0,8.0
98,30/7/2020,givatayim,הפלמ''ח 29,3,108,,"2,340,000","21,666",1950,2020.0,7.0
99,30/7/2020,givatayim,הפלמח 31,3,108,2,"2,340,000","21,666",1950,2020.0,7.0
100,29/7/2020,givatayim,יצחק שדה 3,3,75,,"2,250,000","30,000",2020,2020.0,7.0
101,29/7/2020,givatayim,אריאל שרון 11,5,140,47,"1,782,051","12,728",2020,2020.0,7.0
102,29/7/2020,givatayim,,5,140,,"1,782,051","12,728",2020,2020.0,7.0
103,29/7/2020,givatayim,המעגל 15,3,86,6,"2,340,000","27,209",2017,2020.0,7.0
104,29/7/2020,givatayim,קרית יוסף 13,3,81,,"2,400,000","29,629",2021,2020.0,7.0
105,29/7/2020,givatayim,יצחק שדה 3,3,75,1,"2,250,000","30,000",2020,2020.0,7.0
106,29/7/2020,givatayim,קרית יוסף 15,3,81,3,"2,400,000","29,629",2021,2020.0,7.0
107,29/7/2020,givatayim,כצנלסון 89,4,93,,"2,920,000","31,397",2020,2020.0,7.0
108,29/7/2020,givatayim,המעגל 7,3,86,,"2,340,000","27,209",2017,2020.0,7.0
109,29/7/2020,givatayim,כצנלסון 80,4,93,7,"2,920,000","31,397",2020,2020.0,7.0
110,28/7/2020,givatayim,,2,67,,"1,885,000","28,134",1950,2020.0,7.0
111,28/7/2020,givatayim,טיבר 50,5,120,3,"3,410,000","28,416",2021,2020.0,7.0
112,28/7/2020,givatayim,ארלוזורוב 11,4,95,1,"3,000,000","31,578",1984,2020.0,7.0
113,28/7/2020,givatayim,,3,82,4,"2,175,000","26,524",1900,2020.0,7.0
114,28/7/2020,givatayim,המבוא 7,2,67,2,"1,885,000","28,134",1950,2020.0,7.0
115,28/7/2020,givatayim,,5,120,,"3,410,000","28,416",2021,2020.0,7.0
116,28/7/2020,givatayim,,4,95,,"3,000,000","31,578",1984,2020.0,7.0
117,28/7/2020,givatayim,,3,82,,"2,175,000","26,524",1900,2020.0,7.0
118,27/7/2020,givatayim,אלומות 1,1,1,1,"75,000","75,000",2020,2020.0,7.0
119,27/7/2020,givatayim,,1,1,,"75,000","75,000",2020,2020.0,7.0
120,20/7/2020,givatayim,,5,140,,"4,200,000","30,000",1982,2020.0,7.0
121,20/7/2020,givatayim,המרי 25,5,140,,"4,200,000","30,000",1982,2020.0,7.0
122,20/7/2020,givatayim,,3,100,,"2,360,000","23,600",1960,2020.0,7.0
123,20/7/2020,givatayim,הרצוג 38,3,100,3,"2,360,000","23,600",1960,2020.0,7.0
124,17/7/2020,givatayim,גורדון 33,5,111,,"3,900,000","35,135",2020,2020.0,7.0
125,13/7/2020,givatayim,,4,102,,"2,612,612","25,613",1988,2020.0,7.0
126,13/7/2020,givatayim,הרצוג 22,4,102,4,"2,612,612","25,613",1988,2020.0,7.0
127,12/7/2020,givatayim,המעורר 10,4,117,4,"3,300,000","28,205",2018,2020.0,7.0
128,15/6/2020,givatayim,הלמד הא 50,2,47,1,"3,430,000","72,978",1950,2020.0,6.0
129,15/6/2020,givatayim,,6,148,,"4,500,000","30,405",2021,2020.0,6.0
130,15/6/2020,givatayim,,2,47,,"3,430,000","72,978",1950,2020.0,6.0
131,15/6/2020,givatayim,,6,169,,"4,735,000","28,017",2020,2020.0,6.0
132,15/6/2020,givatayim,שדה בוקר 11,6,148,2,"4,500,000","30,405",2021,2020.0,6.0
133,15/6/2020,givatayim,ריינס 35,6,169,5,"4,735,000","28,017",2020,2020.0,6.0
134,10/6/2020,givatayim,,2,62,,"1,715,000","27,661",1960,2020.0,6.0
135,10/6/2020,givatayim,גלבוע 5,2,62,1,"1,715,000","27,661",1960,2020.0,6.0
136,10/6/2020,givatayim,,4,98,,"2,950,000","30,102",1980,2020.0,6.0
137,10/6/2020,givatayim,,4,100,,"2,905,000","29,050",2020,2020.0,6.0
138,10/6/2020,givatayim,רייק חביבה 8,4,98,2,"2,950,000","30,102",1980,2020.0,6.0
139,10/6/2020,givatayim,הכנסת 30,4,100,1,"2,905,000","29,050",2020,2020.0,6.0
140,10/6/2020,givatayim,,3.5,79,,"2,500,000","31,645",1988,2020.0,6.0
141,10/6/2020,givatayim,בן צבי שמעון 27,3.5,79,7,"2,500,000","31,645",1988,2020.0,6.0
142,09/6/2020,givatayim,קרית יוסף 15,4,95,1,"2,755,803","29,008",2021,2020.0,6.0
143,09/6/2020,givatayim,שדה בוקר 3,3,71,3,"2,057,057","28,972",1950,2020.0,6.0
144,09/6/2020,givatayim,,5,124,,"4,000,000","32,258",2020,2020.0,6.0
145,09/6/2020,givatayim,,3.5,83,,"2,230,000","26,867",2020,2020.0,6.0
146,09/6/2020,givatayim,,3,71,,"2,057,057","28,972",1950,2020.0,6.0
147,09/6/2020,givatayim,,4,95,,"2,755,803","29,008",2021,2020.0,6.0
148,09/6/2020,givatayim,בורוכוב 43,5,124,5,"4,000,000","32,258",2020,2020.0,6.0
149,09/6/2020,givatayim,דרך השלום 91,3.5,83,5,"2,230,000","26,867",2020,2020.0,6.0
150,05/6/2020,givatayim,גבעתיים 13,4,86,6,"2,835,000","32,965",2020,2020.0,6.0
151,05/6/2020,givatayim,פטאי 11,4,86,,"2,835,000","32,965",2020,2020.0,6.0
152,04/6/2020,givatayim,עברונה 13,3,72,2,"2,225,000","30,902",2001,2020.0,6.0
153,04/6/2020,givatayim,הצנחנים 3,2.5,53,1,"2,050,000","38,679",1950,2020.0,6.0
154,04/6/2020,givatayim,,3,72,,"2,225,000","30,902",2001,2020.0,6.0
155,04/6/2020,givatayim,,2.5,53,,"2,050,000","38,679",1950,2020.0,6.0
156,28/5/2020,givatayim,הדגנים 9,3,61,,"1,715,000","28,114",1950,2020.0,5.0
157,28/5/2020,givatayim,אילת 21,3,61,2,"1,715,000","28,114",1950,2020.0,5.0
158,22/5/2020,givatayim,רחל 25,2,34,1,"1,640,000","48,235",1960,2020.0,5.0
159,22/5/2020,givatayim,רחל 23,2,34,,"1,640,000","48,235",1960,2020.0,5.0
160,20/5/2020,givatayim,,3,85,,"2,266,500","26,664",1970,2020.0,5.0
161,20/5/2020,givatayim,המעין 31,3,62,2,"2,266,500","36,556",1970,2020.0,5.0
162,20/5/2020,givatayim,המעין 31,3,85,2,"2,266,500","26,664",1970,2020.0,5.0
163,19/5/2020,givatayim,יצחק שדה 3,4,117,,"25,000",213,2020,2020.0,5.0
164,19/5/2020,givatayim,,4,117,,"25,000",213,2020,2020.0,5.0
165,19/5/2020,givatayim,,5,119,,"1,650,000","13,865",2021,2020.0,5.0
166,19/5/2020,givatayim,ערבי נחל 5,5,119,,"1,650,000","13,865",2021,2020.0,5.0
167,10/5/2020,givatayim,ברוך 6,3,90,,"1,857,427","20,638",1950,2020.0,5.0
168,10/5/2020,givatayim,גבעתיים 222,3,90,,"1,857,427","20,638",1950,2020.0,5.0
169,05/5/2020,givatayim,,3,65,,"1,900,000","29,230",1980,2020.0,5.0
170,05/5/2020,givatayim,בורוכוב 15,3,67,4,"2,200,000","32,835",2015,2020.0,5.0
171,05/5/2020,givatayim,דרך השלום 91,3.5,79,5,"2,130,000","26,962",2020,2020.0,5.0
172,05/5/2020,givatayim,,3,67,,"2,200,000","32,835",2015,2020.0,5.0
173,05/5/2020,givatayim,,3.5,79,,"2,130,000","26,962",2020,2020.0,5.0
174,05/5/2020,givatayim,,4,93,,"2,350,000","25,268",1992,2020.0,5.0
175,05/5/2020,givatayim,טבנקין 39,4,93,3,"2,350,000","25,268",1992,2020.0,5.0
176,05/5/2020,givatayim,הנגבה 3,3,65,,"1,900,000","29,230",1980,2020.0,5.0
177,04/5/2020,givatayim,בן צבי שמעון 5,4,122,8,"3,150,000","25,819",1990,2020.0,5.0
178,04/5/2020,givatayim,שמעון בן צבי 5,4,122,,"3,150,000","25,819",1990,2020.0,5.0
179,04/5/2020,givatayim,הגורן 4,4,92,6,"2,402,402","26,113",2020,2020.0,5.0
180,04/5/2020,givatayim,הגורן 4,4,92,,"2,402,402","26,113",2020,2020.0,5.0
181,30/4/2020,givatayim,המעלות 17,4,104,4,"2,750,000","26,442",2020,2020.0,4.0
182,30/4/2020,givatayim,,4,104,,"2,750,000","26,442",2020,2020.0,4.0
183,28/4/2020,givatayim,עמישב 22,3.5,83,,"2,130,000","25,662",2020,2020.0,4.0
184,28/4/2020,givatayim,דרך השלום 91,3.5,83,5,"2,130,000","25,662",2020,2020.0,4.0
185,27/4/2020,givatayim,ריינס 5,5,113,,"3,315,000","29,336",2020,2020.0,4.0
186,27/4/2020,givatayim,הכנסת 32,5,113,2,"3,315,000","29,336",2020,2020.0,4.0
187,27/4/2020,givatayim,הכנסת 30,4,100,1,"2,900,000","29,000",2018,2020.0,4.0
188,27/4/2020,givatayim,בן צבי שמעון 4,5,153,5,"4,160,000","27,189",2005,2020.0,4.0
189,27/4/2020,givatayim,ריינס 5,4,100,,"2,900,000","29,000",2018,2020.0,4.0
190,27/4/2020,givatayim,שמעון בן צבי 16,5,153,,"4,160,000","27,189",2005,2020.0,4.0
191,14/4/2020,givatayim,,5,117,,"4,000,000","34,188",2008,2020.0,4.0
192,14/4/2020,givatayim,בן צבי שמעון 4,5,117,2,"4,000,000","34,188",2008,2020.0,4.0
193,12/4/2020,givatayim,המעגל 2,2.5,79,,"1,760,000","22,278",1950,2020.0,4.0
194,12/4/2020,givatayim,דן 170,2.5,79,1,"1,760,000","22,278",1950,2020.0,4.0
195,07/4/2020,givatayim,בן ציון ישראלי 17,4,111,,"3,460,000","31,171",2011,2020.0,4.0
196,07/4/2020,givatayim,בן ציון ישראלי 15,4,111,6,"3,460,000","31,171",2011,2020.0,4.0
197,07/4/2020,givatayim,שמעון בן צבי 59,4,106,,"3,170,000","29,905",2010,2020.0,4.0
198,07/4/2020,givatayim,בן צבי שמעון 59,4,106,7,"3,170,000","29,905",2010,2020.0,4.0
199,07/4/2020,givatayim,סירקין 21,3,65,,"1,850,000","28,461",1960,2020.0,4.0
200,07/4/2020,givatayim,פועלי הרכבת 9,3,81,,"1,860,000","22,962",1960,2020.0,4.0
201,30/3/2020,givatayim,בלוך 5,3.5,79,4,"2,520,000","31,898",2018,2020.0,3.0
202,30/3/2020,givatayim,הפועל הצעיר 10,3,77,2,"2,000,000","25,974",1970,2020.0,3.0
203,30/3/2020,givatayim,,3,77,,"2,000,000","25,974",1970,2020.0,3.0
204,30/3/2020,givatayim,,3.5,79,,"2,520,000","31,898",2018,2020.0,3.0
205,29/3/2020,givatayim,גוש עציון 8,2,50,2,"1,790,000","35,800",1950,2020.0,3.0
206,26/3/2020,givatayim,הל''ה 60,3,58,,"1,955,000","33,706",1950,2020.0,3.0
207,26/3/2020,givatayim,הלמד הא 54,3,58,3,"1,955,000","33,706",1950,2020.0,3.0
208,25/3/2020,givatayim,שדה בוקר 13,3,80,,"2,590,000","32,375",2018,2020.0,3.0
209,25/3/2020,givatayim,עליית הנוער 9,4,88,,"2,420,000","27,500",1960,2020.0,3.0
210,25/3/2020,givatayim,שדה בוקר 13,3,80,3,"2,590,000","32,375",2018,2020.0,3.0
211,25/3/2020,givatayim,עלית הנוער 9,4,88,1,"2,420,000","27,500",1960,2020.0,3.0
212,24/3/2020,givatayim,שדה בוקר 11,5,116,4,"3,620,000","31,206",2020,2020.0,3.0
213,23/3/2020,givatayim,סירקין 13,3,107,,"2,131,397","19,919",1970,2020.0,3.0
214,22/3/2020,givatayim,אנצו סירני 6,4,86,,"2,570,000","29,883",1985,2020.0,3.0
215,22/3/2020,givatayim,,4,86,4,"2,570,000","29,883",1985,2020.0,3.0
216,13/3/2020,givatayim,ניצנה 22,4,95,,"3,000,000","31,578",2020,2020.0,3.0
217,13/3/2020,givatayim,גולומב 29,4,95,1,"3,000,000","31,578",2020,2020.0,3.0
218,10/3/2020,givatayim,רמב''ם 20,4,95,,"2,070,000","21,789",1950,2020.0,3.0
219,10/3/2020,givatayim,וייצמן 53,3,71,,"1,920,000","27,042",1960,2020.0,3.0
220,10/3/2020,givatayim,המעין 2,3,71,3,"1,920,000","27,042",1960,2020.0,3.0
221,10/3/2020,givatayim,אבני זכרון 18,4,95,2,"2,070,000","21,789",1950,2020.0,3.0
222,10/3/2020,givatayim,שנקין 48,4,115,6,"2,990,000","26,000",2014,2020.0,3.0
223,09/3/2020,givatayim,המאבק 51,3,70,2,"1,800,000","25,714",1960,2020.0,3.0
224,09/3/2020,givatayim,המאבק 67,3,70,,"1,800,000","25,714",1960,2020.0,3.0
225,09/3/2020,givatayim,קרן קימת לישראל 24,3,78,3,"2,145,500","27,506",1960,2020.0,3.0
226,09/3/2020,givatayim,קרן קיימת לישראל 24,3,78,,"2,145,500","27,506",1960,2020.0,3.0
227,06/3/2020,givatayim,גבעתיים 2,3,78,1,"2,400,000","30,769",1950,2020.0,3.0
228,06/3/2020,givatayim,המעין 39,4,95,6,"3,239,999","34,105",2020,2020.0,3.0
229,06/3/2020,givatayim,רחל 5,3,97,,"3,200,000","32,989",1988,2020.0,3.0
230,06/3/2020,givatayim,אילת 18,3,97,3,"3,200,000","32,989",1988,2020.0,3.0
231,28/2/2020,givatayim,עליית הנוער 5,4,87,,"2,400,000","27,586",1960,2020.0,2.0
232,28/2/2020,givatayim,עלית הנוער 5,4,87,2,"2,400,000","27,586",1960,2020.0,2.0
233,21/2/2020,givatayim,שדה בוקר 17,5,134,,"4,443,504","33,160",2021,2020.0,2.0
234,21/2/2020,givatayim,ריינס 5,5,134,,"4,443,504","33,160",2021,2020.0,2.0
235,16/2/2020,givatayim,כצנלסון 110,3,70,,"2,254,000","32,200",2021,2020.0,2.0
236,16/2/2020,givatayim,כצנלסון 138,3,70,,"1,650,000","23,571",1950,2020.0,2.0
237,16/2/2020,givatayim,התע''ש 29,3,98,,"2,600,000","26,530",1960,2020.0,2.0
238,16/2/2020,givatayim,"התע""ש 27",3,98,2,"2,600,000","26,530",1960,2020.0,2.0
239,16/2/2020,givatayim,כצנלסון 144,3,70,2,"1,650,000","23,571",1950,2020.0,2.0
240,16/2/2020,givatayim,המעין 15,5,116,3,"3,490,000","30,086",2021,2020.0,2.0
241,16/2/2020,givatayim,ז'בוטינסקי 54,5,119,,"3,280,000","27,563",2018,2020.0,2.0
242,16/2/2020,givatayim,ריינס 5,5,116,,"3,490,000","30,086",2021,2020.0,2.0
243,16/2/2020,givatayim,ויצמן 24,3.5,71,3,"1,750,000","24,647",1960,2020.0,2.0
244,16/2/2020,givatayim,וייצמן 24,3.5,71,,"1,750,000","24,647",1960,2020.0,2.0
245,16/2/2020,givatayim,ריינס 5,4,100,,"2,478,632","24,786",2018,2020.0,2.0
246,16/2/2020,givatayim,ז'בוטינסקי 54,5,119,5,"3,280,000","27,563",2018,2020.0,2.0
247,16/2/2020,givatayim,הכנסת 30,4,100,1,"2,478,632","24,786",2018,2020.0,2.0
248,16/2/2020,givatayim,שינקין 42,3,70,7,"2,254,000","32,200",2021,2020.0,2.0
249,09/2/2020,givatayim,שינקין 42,4,93,6,"2,860,000","30,752",2021,2020.0,2.0
250,09/2/2020,givatayim,,4,93,,"2,860,000","30,752",2021,2020.0,2.0
251,09/2/2020,givatayim,,3,87,,"2,340,000","26,896",1950,2020.0,2.0
252,09/2/2020,givatayim,,3,92,,"2,550,000","27,717",2020,2020.0,2.0
253,09/2/2020,givatayim,גונן 11,3,87,2,"2,340,000","26,896",1950,2020.0,2.0
254,09/2/2020,givatayim,ריינס 35,3,92,6,"2,550,000","27,717",2020,2020.0,2.0
255,02/2/2020,givatayim,,3,56,,"2,300,000","41,071",1960,2020.0,2.0
256,02/2/2020,givatayim,,4,112,,"3,300,000","29,464",1970,2020.0,2.0
257,02/2/2020,givatayim,ויצמן 53,2.5,47,,"1,630,000","34,680",1960,2020.0,2.0
258,02/2/2020,givatayim,,2.5,55,,"2,080,000","37,818",1960,2020.0,2.0
259,02/2/2020,givatayim,,2.5,47,,"1,630,000","34,680",1960,2020.0,2.0
260,02/2/2020,givatayim,שנקין 83,2,44,1,"1,081,081","24,570",1960,2020.0,2.0
261,31/1/2020,givatayim,סמטת אליהו 6,3,92,,"2,250,000","24,456",1960,2020.0,1.0
262,31/1/2020,givatayim,קרן קימת לישראל 23,3,92,1,"2,250,000","24,456",1960,2020.0,1.0
263,19/1/2020,givatayim,,5,113,,"3,355,872","29,697",2021,2020.0,1.0
264,19/1/2020,givatayim,גבע 4,5,113,6,"3,355,872","29,697",2021,2020.0,1.0
265,10/1/2020,givatayim,קפלנסקי 5,3,90,6,"2,295,000","25,500",1950,2020.0,1.0
266,10/1/2020,givatayim,קפלנסקי 5,3,90,,"2,295,000","25,500",1950,2020.0,1.0
267,07/1/2020,givatayim,קרן קימת לישראל 22,2.5,80,2,"2,250,000","28,125",1960,2020.0,1.0
268,07/1/2020,givatayim,,2.5,80,,"2,250,000","28,125",1960,2020.0,1.0
269,07/1/2020,givatayim,יצחק שדה 3,5,133,7,"4,850,000","36,466",2020,2020.0,1.0
270,07/1/2020,givatayim,כצנלסון 75,3,63,1,"1,300,000","20,634",1950,2020.0,1.0
271,07/1/2020,givatayim,,3,94,,"2,580,000","27,446",1950,2020.0,1.0
272,07/1/2020,givatayim,,5,133,,"4,850,000","36,466",2020,2020.0,1.0
273,07/1/2020,givatayim,ריינס 30,3,94,2,"2,580,000","27,446",1950,2020.0,1.0
274,07/1/2020,givatayim,,3,63,,"1,300,000","20,634",1950,2020.0,1.0
