,Date,City,Street,Rooms,Surface,Floor,Price,PricePerSq,BuildYear,DealYear,DealMonth
28,19/12/2010,givatayim,אחדות העבודה 16,4.5,96,3,"1,850,000","19,270",1983,2010.0,12.0
29,19/12/2010,givatayim,ברדיצבסקי 22,2,46,2,"1,119,500","24,336",1956,2010.0,12.0
30,30/11/2010,givatayim,רחל 1,4,111,4,"2,400,000","21,621",1993,2010.0,11.0
31,30/11/2010,givatayim,השלבים 20,4,120,13,"2,500,000","20,833",2010,2010.0,11.0
32,30/11/2010,givatayim,כצנלסון 82,2.5,52,,"1,130,000","21,730",1965,2010.0,11.0
33,28/11/2010,givatayim,גנסין 8,2.5,60,1,"1,200,000","20,000",1961,2010.0,11.0
34,28/11/2010,givatayim,בורוכוב 53,4,97,4,"2,500,000","25,773",1995,2010.0,11.0
35,28/11/2010,givatayim,,4,97,,"2,500,000","25,773",1995,2010.0,11.0
36,28/11/2010,givatayim,גנסין 8,2.5,60,1,"1,200,000","20,000",1961,2010.0,11.0
37,28/11/2010,givatayim,,2.5,60,,"1,200,000","20,000",1961,2010.0,11.0
38,28/11/2010,givatayim,גולדשטיין אהרון 3,4,97,4,"2,500,000","25,773",1995,2010.0,11.0
39,25/11/2010,givatayim,ההסתדרות 56,3,70,3,"950,950","13,585",1935,2010.0,11.0
40,25/11/2010,givatayim,כצנלסון 118,3,60,3,"1,150,000","19,166",1993,2010.0,11.0
41,25/11/2010,givatayim,קפלנסקי 43,3,67,3,"1,840,000","27,462",1981,2010.0,11.0
42,25/11/2010,givatayim,בן צבי שמעון 2,5,138,4,"2,995,739","21,708",2011,2010.0,11.0
43,24/11/2010,givatayim,שינקין 7,3,71,,"1,120,689","15,784",1980,2010.0,11.0
44,24/11/2010,givatayim,בן צבי שמעון 1,5,138,3,"3,010,000","21,811",2010,2010.0,11.0
45,24/11/2010,givatayim,המאבק 15,3,53,3,"1,120,000","21,132",1963,2010.0,11.0
46,24/11/2010,givatayim,גולומב 68,4,93,3,"2,075,000","22,311",1985,2010.0,11.0
47,23/11/2010,givatayim,ויצמן 23,2,34,,"930,000","27,352",1950,2010.0,11.0
48,23/11/2010,givatayim,סירקין 12,2,38,2,"870,000","22,894",1950,2010.0,11.0
49,22/11/2010,givatayim,גולומב 60,3,78,3,"1,615,000","20,705",1980,2010.0,11.0
50,22/11/2010,givatayim,בראשית 4,3,78,,"1,615,000","20,705",1980,2010.0,11.0
51,22/11/2010,givatayim,גולומב 60,3,78,3,"1,615,000","20,705",1980,2010.0,11.0
52,21/11/2010,givatayim,כצנלסון 107,3,58,3,"1,002,500","17,284",1950,2010.0,11.0
53,21/11/2010,givatayim,הרצוג 23,3,72,3,"1,600,000","22,222",1972,2010.0,11.0
54,21/11/2010,givatayim,כצנלסון 105,3,68,,"1,435,000","21,102",1970,2010.0,11.0
55,19/11/2010,givatayim,המרי 10,3,62,1,"1,276,276","20,585",1962,2010.0,11.0
56,18/11/2010,givatayim,השומר 6,2.5,58,3,"1,450,000","25,000",1960,2010.0,11.0
57,18/11/2010,givatayim,כצנלסון 61,3,71,4,"1,040,000","14,647",1950,2010.0,11.0
58,18/11/2010,givatayim,יד מרדכי 13,3,78,3,"1,475,000","18,910",1955,2010.0,11.0
59,18/11/2010,givatayim,גוש עציון 12,3.5,100,,"1,610,000","16,100",1950,2010.0,11.0
60,31/10/2010,givatayim,כצנלסון 131,2,41,4,"860,000","20,975",1950,2010.0,10.0
61,31/10/2010,givatayim,השנים 12,4,80,2,"1,915,000","23,937",1997,2010.0,10.0
62,31/10/2010,givatayim,השנים 28,4,100,2,"1,880,000","18,800",2010,2010.0,10.0
63,31/10/2010,givatayim,המגדל 11,1,16,,"410,000","25,625",1953,2010.0,10.0
64,28/10/2010,givatayim,"צה""ל 10",4.5,110,1,"1,850,000","16,818",1950,2010.0,10.0
65,28/10/2010,givatayim,שינקין 37,3,67,,"1,210,000","18,059",1948,2010.0,10.0
66,27/10/2010,givatayim,כצנלסון 140,2.5,55,4,"940,000","17,090",1956,2010.0,10.0
67,27/10/2010,givatayim,גוש עציון 2,4,81,3,"1,400,000","17,283",1975,2010.0,10.0
68,27/10/2010,givatayim,ויצמן 12,2.5,74,1,"1,090,000","14,729",1965,2010.0,10.0
69,27/10/2010,givatayim,בן צבי שמעון 43,5,128,8,"2,875,000","22,460",2000,2010.0,10.0
70,26/10/2010,givatayim,קרית יוסף 15,3,70,,"1,554,621","22,208",1970,2010.0,10.0
71,26/10/2010,givatayim,המעין 8,2,45,2,"1,130,000","25,111",1962,2010.0,10.0
72,26/10/2010,givatayim,קרן קימת לישראל 23,3.5,73,2,"1,400,000","19,178",1963,2010.0,10.0
73,26/10/2010,givatayim,סירקין 3,3,80,,"1,080,000","13,500",1960,2010.0,10.0
74,25/10/2010,givatayim,המורד 4,4,90,2,"1,531,250","17,013",1997,2010.0,10.0
75,24/10/2010,givatayim,ויצמן 1,1.5,37,4,"750,000","20,270",1959,2010.0,10.0
76,24/10/2010,givatayim,גולדשטיין אהרון 18,5,91,5,"2,625,000","28,846",1976,2010.0,10.0
77,24/10/2010,givatayim,,5,91,,"2,625,000","28,846",1976,2010.0,10.0
78,24/10/2010,givatayim,גולדשטיין אהרון 18,5,91,5,"2,625,000","28,846",1976,2010.0,10.0
79,24/10/2010,givatayim,,1.5,37,,"750,000","20,270",1959,2010.0,10.0
80,24/10/2010,givatayim,זבוטינסקי 1,1.5,37,4,"750,000","20,270",1959,2010.0,10.0
81,22/10/2010,givatayim,יד מרדכי 6,2,32,,"600,000","18,750",1957,2010.0,10.0
82,21/10/2010,givatayim,גנסין 26,4,100,4,"2,220,000","22,200",2010,2010.0,10.0
83,20/10/2010,givatayim,דרך בן גוריון דוד 168,3,73,3,"1,350,000","18,493",1960,2010.0,10.0
84,20/10/2010,givatayim,המעין 9,3,61,3,"1,600,000","26,229",1966,2010.0,10.0
85,20/10/2010,givatayim,בן צבי שמעון 2,7,192,11,"5,050,000","26,302",2010,2010.0,10.0
86,20/10/2010,givatayim,המבוא 1,3,71,3,"1,111,111","15,649",1970,2010.0,10.0
87,19/10/2010,givatayim,שינקין 3,4,80,6,"1,650,000","20,625",1973,2010.0,10.0
88,19/10/2010,givatayim,"הל""ה 17",2,50,2,"1,070,000","21,400",1971,2010.0,10.0
89,19/10/2010,givatayim,שינקין 41,2,44,,"1,000,000","22,727",1950,2010.0,10.0
90,28/9/2010,givatayim,הורדים 6,2.5,44,2,"1,100,000","25,000",1977,2010.0,9.0
91,28/9/2010,givatayim,כצנלסון 93,3,71,2,"930,000","13,098",1960,2010.0,9.0
92,27/9/2010,givatayim,גורדון 2,2.5,59,3,"1,210,000","20,508",1960,2010.0,9.0
93,27/9/2010,givatayim,בן צבי שמעון 2,5,138,4,"3,029,399","21,952",2010,2010.0,9.0
94,27/9/2010,givatayim,ברדיצבסקי 26,4,84,1,"1,900,000","22,619",1978,2010.0,9.0
95,24/9/2010,givatayim,גלבוע 10,3,55,3,"1,380,000","25,090",1960,2010.0,9.0
96,21/9/2010,givatayim,המבוא 4,3,57,3,"1,296,000","22,736",1971,2010.0,9.0
97,21/9/2010,givatayim,בן צבי שמעון 2,5,140,3,"2,949,998","21,071",2010,2010.0,9.0
98,21/9/2010,givatayim,כצנלסון 90,3,46,2,"970,000","21,086",1970,2010.0,9.0
99,21/9/2010,givatayim,הרצוג 23,3,78,11,"1,810,000","23,205",1970,2010.0,9.0
100,20/9/2010,givatayim,שינקין 7,3,64,2,"1,140,000","17,812",1957,2010.0,9.0
101,20/9/2010,givatayim,יד מרדכי 3,4,95,,"1,900,000","20,000",2010,2010.0,9.0
102,20/9/2010,givatayim,הכנסת 30,3,48,1,"1,173,000","24,437",1958,2010.0,9.0
103,20/9/2010,givatayim,המעלות 28,5,93,,"2,625,000","28,225",2010,2010.0,9.0
104,20/9/2010,givatayim,ויצמן 21,3,70,2,"1,150,000","16,428",1960,2010.0,9.0
105,19/9/2010,givatayim,הצנחנים 22,5,126,1,"2,650,000","21,031",2003,2010.0,9.0
106,19/9/2010,givatayim,כצנלסון 109,1,30,1,"620,000","20,666",1958,2010.0,9.0
107,16/9/2010,givatayim,משמר הירדן 10,3,73,1,"1,310,000","17,945",1968,2010.0,9.0
108,16/9/2010,givatayim,טיבר 1,4,462,,"5,250,000","11,363",1958,2010.0,9.0
109,16/9/2010,givatayim,קפלנסקי 47,3,60,4,"1,500,000","25,000",1970,2010.0,9.0
110,16/9/2010,givatayim,גנסין 28,4,100,2,"1,700,000","17,000",2010,2010.0,9.0
111,15/9/2010,givatayim,דרך בן גוריון דוד 186,3.5,74,2,"1,201,201","16,232",1967,2010.0,9.0
112,15/9/2010,givatayim,ארנון 18,4,81,2,"2,202,204","27,187",1961,2010.0,9.0
113,15/9/2010,givatayim,ניצנה 29,5,65,3,"2,900,000","44,615",1970,2010.0,9.0
114,15/9/2010,givatayim,כצנלסון 23,1.5,53,4,"580,000","10,943",1973,2010.0,9.0
115,15/9/2010,givatayim,הרצוג 7,3,64,3,"1,450,000","22,656",1952,2010.0,9.0
116,15/9/2010,givatayim,יד מרדכי 3,4,95,,"1,950,000","20,526",2010,2010.0,9.0
117,14/9/2010,givatayim,דליה 9,2.5,72,1,"722,500","10,034",1960,2010.0,9.0
118,14/9/2010,givatayim,הצנחנים 11,3,93,1,"2,350,000","25,268",1950,2010.0,9.0
119,14/9/2010,givatayim,המרי 39,3,48,,"1,230,000","25,625",1960,2010.0,9.0
120,31/8/2010,givatayim,ברוך 3,3,105,1,"825,000","7,857",1950,2010.0,8.0
121,31/8/2010,givatayim,הדגנים 19,3,61,1,"1,680,000","27,540",1978,2010.0,8.0
122,31/8/2010,givatayim,רמז 23,4,80,3,"2,050,000","25,625",1991,2010.0,8.0
123,31/8/2010,givatayim,שינקין 25,2,48,3,"1,019,000","21,229",1966,2010.0,8.0
124,31/8/2010,givatayim,כף גימל 32,3,56,1,"1,240,000","22,142",1978,2010.0,8.0
125,30/8/2010,givatayim,גנסין 40,1,33,,"525,000","15,909",1970,2010.0,8.0
126,30/8/2010,givatayim,כצנלסון 84,3,57,2,"1,150,000","20,175",1970,2010.0,8.0
127,30/8/2010,givatayim,גנסין 5,3,60,1,"1,501,501","25,025",1970,2010.0,8.0
128,30/8/2010,givatayim,הפלמח 2,3,63,3,"1,050,000","16,666",1950,2010.0,8.0
129,29/8/2010,givatayim,כף גימל 13,3,61,,"1,270,000","20,819",1962,2010.0,8.0
130,29/8/2010,givatayim,פועלי הרכבת 43,3.5,82,4,"1,550,000","18,902",1969,2010.0,8.0
131,27/8/2010,givatayim,בן צבי שמעון 50,6,120,13,"3,000,000","25,000",1988,2010.0,8.0
132,25/8/2010,givatayim,מצולות ים 21,3.5,85,2,"1,626,624","19,136",1970,2010.0,8.0
133,25/8/2010,givatayim,כצנלסון 88,2,42,,"1,020,000","24,285",1956,2010.0,8.0
134,25/8/2010,givatayim,בלוך 20,4,85,1,"1,760,000","20,705",1985,2010.0,8.0
135,25/8/2010,givatayim,שינקין 72,2,50,1,"930,000","18,600",1958,2010.0,8.0
136,25/8/2010,givatayim,רחל 2,5,113,5,"2,515,000","22,256",1999,2010.0,8.0
137,24/8/2010,givatayim,ההגנה 24,3,69,2,"1,550,000","22,463",2010,2010.0,8.0
138,24/8/2010,givatayim,שדה בוקר 7,3,48,2,"1,225,000","25,520",1970,2010.0,8.0
139,24/8/2010,givatayim,כצנלסון 45,2,46,2,"800,000","17,391",1963,2010.0,8.0
140,24/8/2010,givatayim,כצנלסון 45,2,46,2,"800,000","17,391",1963,2010.0,8.0
141,24/8/2010,givatayim,רמז 29,3,69,2,"1,550,000","22,463",2010,2010.0,8.0
142,24/8/2010,givatayim,,3,48,,"1,225,000","25,520",1970,2010.0,8.0
143,24/8/2010,givatayim,,3,69,,"1,550,000","22,463",2010,2010.0,8.0
144,24/8/2010,givatayim,שדה בוקר 7,3,48,2,"1,225,000","25,520",1970,2010.0,8.0
145,24/8/2010,givatayim,,2,46,,"800,000","17,391",1963,2010.0,8.0
146,23/8/2010,givatayim,ההסתדרות 53,4,52,2,"1,170,000","22,500",1960,2010.0,8.0
147,22/8/2010,givatayim,בן צבי שמעון 40,5,119,4,"2,810,000","23,613",2003,2010.0,8.0
148,19/8/2010,givatayim,המרי 26,2.5,60,,"350,000","5,833",1950,2010.0,8.0
149,19/8/2010,givatayim,הפועל הצעיר 16,3,61,2,"1,350,000","22,131",1972,2010.0,8.0
150,29/7/2010,givatayim,בורוכוב 55,4,91,1,"1,725,000","18,956",1990,2010.0,7.0
151,29/7/2010,givatayim,ההסתדרות 4,3,59,6,"1,600,000","27,118",1973,2010.0,7.0
152,29/7/2010,givatayim,יצחק 24,2.5,55,,"1,315,000","23,909",1960,2010.0,7.0
153,29/7/2010,givatayim,כצנלסון 75,3,63,3,"1,085,000","17,222",1962,2010.0,7.0
154,27/7/2010,givatayim,בן ציון 15,4,100,5,"2,472,000","24,720",2011,2010.0,7.0
155,27/7/2010,givatayim,ההסתדרות 5,3,46,,"1,166,000","25,347",1970,2010.0,7.0
156,27/7/2010,givatayim,,4,100,,"2,799,500","27,995",2011,2010.0,7.0
157,27/7/2010,givatayim,,4,100,,"2,799,500","27,995",2011,2010.0,7.0
158,27/7/2010,givatayim,,4,100,,"2,472,000","24,720",2011,2010.0,7.0
159,27/7/2010,givatayim,ההסתדרות 5,3,46,,"1,166,000","25,347",1970,2010.0,7.0
160,27/7/2010,givatayim,דרך השלום 81,2.5,50,,"890,000","17,800",1960,2010.0,7.0
161,27/7/2010,givatayim,,3,46,,"1,166,000","25,347",1970,2010.0,7.0
162,27/7/2010,givatayim,בן ציון 15,4,100,5,"2,472,000","24,720",2011,2010.0,7.0
163,27/7/2010,givatayim,,4,100,,"2,799,500","27,995",2011,2010.0,7.0
164,27/7/2010,givatayim,,2.5,50,,"890,000","17,800",1960,2010.0,7.0
165,26/7/2010,givatayim,הרצוג 38,4.5,120,1,"1,775,000","14,791",1966,2010.0,7.0
166,26/7/2010,givatayim,כצנלסון 61,2,46,4,"850,000","18,478",1970,2010.0,7.0
167,25/7/2010,givatayim,בן צבי שמעון 1,5,130,11,"2,240,000","17,230",1991,2010.0,7.0
168,25/7/2010,givatayim,הורדים 8,2,48,1,"1,160,000","24,166",1955,2010.0,7.0
169,25/7/2010,givatayim,סירקין 22,3.5,82,4,"1,650,000","20,121",1968,2010.0,7.0
170,25/7/2010,givatayim,יד מרדכי 2,3,60,1,"1,250,000","20,833",1957,2010.0,7.0
171,25/7/2010,givatayim,יד מרדכי 2,3,60,1,"1,250,000","20,833",1957,2010.0,7.0
172,25/7/2010,givatayim,,5,130,,"2,240,000","17,230",1991,2010.0,7.0
173,25/7/2010,givatayim,בן צבי שמעון 1,5,130,11,"2,240,000","17,230",1991,2010.0,7.0
174,25/7/2010,givatayim,הורדים 8,2,48,1,"1,160,000","24,166",1955,2010.0,7.0
175,25/7/2010,givatayim,,2,48,,"1,160,000","24,166",1955,2010.0,7.0
176,25/7/2010,givatayim,,3,60,,"1,250,000","20,833",1957,2010.0,7.0
177,25/7/2010,givatayim,,3.5,82,,"1,650,000","20,121",1968,2010.0,7.0
178,25/7/2010,givatayim,סירקין 22,3.5,82,4,"1,650,000","20,121",1968,2010.0,7.0
179,22/7/2010,givatayim,דרך בן גוריון 256,5,130,5,"2,935,000","22,576",2009,2010.0,7.0
180,30/6/2010,givatayim,רמז 11,3,85,,"1,620,000","19,058",2010,2010.0,6.0
181,30/6/2010,givatayim,זבוטינסקי 20,2.5,60,1,"1,170,000","19,500",2010,2010.0,6.0
182,30/6/2010,givatayim,,2.5,60,,"1,170,000","19,500",2010,2010.0,6.0
183,30/6/2010,givatayim,זבוטינסקי 20,2.5,60,1,"1,170,000","19,500",2010,2010.0,6.0
184,30/6/2010,givatayim,רמז 11,3,85,,"1,620,000","19,058",2010,2010.0,6.0
185,30/6/2010,givatayim,,3,85,,"1,620,000","19,058",2010,2010.0,6.0
186,29/6/2010,givatayim,גולומב 33,3,70,3,"1,850,000","26,428",2002,2010.0,6.0
187,29/6/2010,givatayim,בן צבי שמעון 2,5,199,4,"2,970,000","14,924",2010,2010.0,6.0
188,29/6/2010,givatayim,בן צבי שמעון 2,5,199,4,"2,970,000","14,924",2010,2010.0,6.0
189,29/6/2010,givatayim,,5,199,,"2,970,000","14,924",2010,2010.0,6.0
190,29/6/2010,givatayim,,3,70,,"1,850,000","26,428",2002,2010.0,6.0
191,29/6/2010,givatayim,גולומב 33,3,70,3,"1,850,000","26,428",2002,2010.0,6.0
192,28/6/2010,givatayim,ההסתדרות 21,4,91,4,"2,000,000","21,978",1969,2010.0,6.0
193,28/6/2010,givatayim,כצנלסון 47,4,75,2,"1,465,000","19,533",1975,2010.0,6.0
194,28/6/2010,givatayim,בן צבי שמעון 59,4,90,9,"2,320,000","25,777",2007,2010.0,6.0
195,28/6/2010,givatayim,כצנלסון 139,3,52,1,"999,600","19,223",1959,2010.0,6.0
196,28/6/2010,givatayim,בן צבי שמעון 50,3,65,12,"1,710,000","26,307",1987,2010.0,6.0
197,27/6/2010,givatayim,רוטברג מאיר 8,3,77,2,"1,370,000","17,792",1968,2010.0,6.0
198,27/6/2010,givatayim,בן ציון 15,5,130,6,"4,050,000","31,153",2011,2010.0,6.0
199,24/6/2010,givatayim,הפלמח 17,4,97,,"1,875,000","19,329",1960,2010.0,6.0
200,21/6/2010,givatayim,"הל""ה 25",2,61,2,"805,000","13,196",1950,2010.0,6.0
201,21/6/2010,givatayim,בן צבי שמעון 4,4,100,3,"2,600,000","26,000",2004,2010.0,6.0
202,21/6/2010,givatayim,בן צבי שמעון 24,3,81,1,"1,700,000","20,987",2000,2010.0,6.0
203,21/6/2010,givatayim,בן צבי שמעון 24,3,81,1,"1,700,000","20,987",2000,2010.0,6.0
204,21/6/2010,givatayim,הלמד הא 25,2,61,2,"805,000","13,196",1950,2010.0,6.0
205,21/6/2010,givatayim,,4,100,,"2,600,000","26,000",2004,2010.0,6.0
206,21/6/2010,givatayim,בן צבי שמעון 4,4,100,3,"2,600,000","26,000",2004,2010.0,6.0
207,21/6/2010,givatayim,,3,81,,"1,700,000","20,987",2000,2010.0,6.0
208,21/6/2010,givatayim,,2,61,,"805,000","13,196",1950,2010.0,6.0
209,20/6/2010,givatayim,בן צבי שמעון 45,6,188,9,"3,050,000","16,223",1965,2010.0,6.0
210,31/5/2010,givatayim,גזית 2,2,49,2,"1,150,000","23,469",1960,2010.0,5.0
211,31/5/2010,givatayim,בן צבי שמעון 59,4,100,8,"2,380,000","23,800",2008,2010.0,5.0
212,30/5/2010,givatayim,המעלות 28,5,120,3,"2,300,000","19,166",2009,2010.0,5.0
213,27/5/2010,givatayim,רינס 34,3.5,85,,"1,710,000","20,117",2010,2010.0,5.0
214,27/5/2010,givatayim,בן צבי שמעון 2,5,121,1,"2,308,145","19,075",2010,2010.0,5.0
215,27/5/2010,givatayim,התעש 3,4,72,2,"1,555,000","21,597",1973,2010.0,5.0
216,26/5/2010,givatayim,זבוטינסקי 5,3.5,80,4,"2,050,000","25,625",2010,2010.0,5.0
217,25/5/2010,givatayim,בן צבי שמעון 22,5,131,7,"2,832,000","21,618",2003,2010.0,5.0
218,25/5/2010,givatayim,"הל""ה 23",2,50,2,"1,075,000","21,500",1970,2010.0,5.0
219,25/5/2010,givatayim,,2,50,,"1,075,000","21,500",1970,2010.0,5.0
220,25/5/2010,givatayim,הלמד הא 23,2,50,2,"1,075,000","21,500",1970,2010.0,5.0
221,25/5/2010,givatayim,בן צבי שמעון 22,5,131,7,"2,832,000","21,618",2003,2010.0,5.0
222,25/5/2010,givatayim,,5,131,,"2,832,000","21,618",2003,2010.0,5.0
223,24/5/2010,givatayim,ההגנה 29,3,73,3,"1,642,000","22,493",2010,2010.0,5.0
224,23/5/2010,givatayim,כצנלסון 21,1,20,2,"418,000","20,900",1960,2010.0,5.0
225,23/5/2010,givatayim,סמטת נחל 21,3,70,,"1,650,000","23,571",1980,2010.0,5.0
226,23/5/2010,givatayim,,3,70,,"1,650,000","23,571",1980,2010.0,5.0
227,23/5/2010,givatayim,כצנלסון 21,1,20,2,"418,000","20,900",1960,2010.0,5.0
228,23/5/2010,givatayim,,1,20,,"418,000","20,900",1960,2010.0,5.0
229,23/5/2010,givatayim,בורוכוב 21,3,70,,"1,650,000","23,571",1980,2010.0,5.0
230,18/5/2010,givatayim,השלבים 20,4,100,18,"3,778,000","37,780",2010,2010.0,5.0
231,18/5/2010,givatayim,בן ציון 15,5,125,1,"2,850,000","22,800",2010,2010.0,5.0
232,18/5/2010,givatayim,סירקין 20,4,100,18,"3,778,000","37,780",2010,2010.0,5.0
233,17/5/2010,givatayim,הפלמח 6,3,90,,"1,100,000","12,222",1970,2010.0,5.0
234,17/5/2010,givatayim,שינקין 74,2.5,53,4,"860,000","16,226",1950,2010.0,5.0
235,17/5/2010,givatayim,מצולות ים 17,3,67,3,"1,480,000","22,089",1970,2010.0,5.0
236,16/5/2010,givatayim,סנש 8,4,76,3,"1,850,000","24,342",2002,2010.0,5.0
237,16/5/2010,givatayim,יד מרדכי 5,2,34,1,"850,000","25,000",1960,2010.0,5.0
238,16/5/2010,givatayim,"צה""ל 17",2.5,57,2,"990,990","17,385",1950,2010.0,5.0
239,16/5/2010,givatayim,עין גדי 20,2.5,48,2,"1,150,000","23,958",1979,2010.0,5.0
240,29/4/2010,givatayim,הכנסת 14,2.5,55,3,"1,100,000","20,000",1957,2010.0,4.0
241,29/4/2010,givatayim,בן צבי שמעון 2,3,144,1,"2,085,000","14,479",2010,2010.0,4.0
242,29/4/2010,givatayim,השלבים 7,4.5,112,6,"1,840,000","16,428",2010,2010.0,4.0
243,28/4/2010,givatayim,ויצמן 42,3,61,1,"1,200,000","19,672",1978,2010.0,4.0
244,28/4/2010,givatayim,בלוך 16,4,84,3,"2,070,000","24,642",1974,2010.0,4.0
245,28/4/2010,givatayim,רינס 27,3.5,70,,"1,351,351","19,305",1967,2010.0,4.0
246,27/4/2010,givatayim,זבוטינסקי 38,3,70,4,"1,200,000","17,142",1964,2010.0,4.0
247,27/4/2010,givatayim,"הל""ה 21",2,68,3,"1,080,000","15,882",1970,2010.0,4.0
248,27/4/2010,givatayim,כצנלסון 61,3,58,1,"900,000","15,517",1964,2010.0,4.0
249,27/4/2010,givatayim,גבעתיים 1,5,145,16,"3,348,000","23,089",2012,2010.0,4.0
250,27/4/2010,givatayim,,5,145,,"3,348,000","23,089",2012,2010.0,4.0
251,27/4/2010,givatayim,זבוטינסקי 38,3,70,4,"1,200,000","17,142",1964,2010.0,4.0
252,27/4/2010,givatayim,,3,70,,"1,200,000","17,142",1964,2010.0,4.0
253,27/4/2010,givatayim,כצנלסון 61,3,58,1,"900,000","15,517",1964,2010.0,4.0
254,27/4/2010,givatayim,,3,58,,"900,000","15,517",1964,2010.0,4.0
255,27/4/2010,givatayim,הלמד הא 21,2,68,3,"1,080,000","15,882",1970,2010.0,4.0
256,27/4/2010,givatayim,גבעתיים 1,5,145,16,"3,348,000","23,089",2012,2010.0,4.0
257,27/4/2010,givatayim,,2,68,,"1,080,000","15,882",1970,2010.0,4.0
258,26/4/2010,givatayim,המעין 28,2.5,59,2,"1,300,000","22,033",1960,2010.0,4.0
259,26/4/2010,givatayim,המרי 20,3,49,3,"700,000","14,285",1950,2010.0,4.0
260,25/4/2010,givatayim,המעלות 9,3,71,2,"810,000","11,408",1970,2010.0,4.0
261,25/4/2010,givatayim,גבעתיים 1,5,145,8,"3,100,000","21,379",2012,2010.0,4.0
262,25/4/2010,givatayim,,3,71,,"810,000","11,408",1970,2010.0,4.0
263,25/4/2010,givatayim,גבעתיים 1,5,145,8,"3,100,000","21,379",2012,2010.0,4.0
264,25/4/2010,givatayim,,5,145,,"3,100,000","21,379",2012,2010.0,4.0
265,25/4/2010,givatayim,כצנלסון 147,3,71,2,"810,000","11,408",1970,2010.0,4.0
266,22/4/2010,givatayim,הנגבה 14,3,55,4,"1,250,000","22,727",1967,2010.0,4.0
267,22/4/2010,givatayim,עלית הנוער 13,1.5,26,,"580,000","22,307",1950,2010.0,4.0
268,22/4/2010,givatayim,אידמית 10,2,58,2,"1,120,000","19,310",1935,2010.0,4.0
269,21/4/2010,givatayim,המלבן 3,3,56,2,"1,050,000","18,750",1961,2010.0,4.0
270,29/3/2010,givatayim,המורד 4,5,106,4,"2,500,000","23,584",1998,2010.0,3.0
271,28/3/2010,givatayim,גולומב 21,3,75,1,"1,150,000","15,333",1947,2010.0,3.0
272,28/3/2010,givatayim,גבעתיים 1,4,117,7,"2,390,000","20,427",2009,2010.0,3.0
273,28/3/2010,givatayim,ההגנה 34,3,58,2,"1,320,000","22,758",1973,2010.0,3.0
274,26/3/2010,givatayim,בן ציון 15,4,120,4,"2,200,000","18,333",2010,2010.0,3.0
